"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1141452050179514370","x1544836144730411008",2022-07-07 00:10:13,"urban_atlanta","BeltLine reports ""unprecedented"" construction progress across Atlanta. https://t.co/4wygFRxV3f","Twitter for iPhone",111,,,,FALSE,TRUE,0,4,,,,,"atlanta.urbanize.city/post/beltline-…","https://t.co/4wygFRxV3f","https://atlanta.urbanize.city/post/beltline-trails-construction-progress-across-city-northside-westside-northeast",,,,,,,,,"x1356077048758902785","UrbanizeATL","en",,,,,,,,,,,,,,,,"x1544710744025059329","BeltLine reports ""unprecedented"" construction progress across Atlanta. https://t.co/4wygFRxV3f",2022-07-06 15:51:55,"Twitter Web App",9,4,"x1356077048758902785","UrbanizeATL","Urbanize Atlanta",4328,732,3436,"Atlanta","Covering real estate development, architecture, urban planning, transportation, and other aspects of metro Atlanta's physical evolution.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/urban_atlanta/status/1544836144730411008","UrbanAtlanta","Atlanta, GA","Urban Atlanta showcases daily news about Atlanta’s development and economy; which aims to highlight the ever changing landscape of this beautiful city",,FALSE,350,113,9,2735,1709,2019-06-19 21:05:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/1141452050179514370/1582746041",,"http://pbs.twimg.com/profile_images/1230929170193993730/53Nfjapx_normal.jpg"
"x392997653","x1544831442823380993",2022-07-06 23:51:32,"wind_de","@dtimm53217 I think Madison was his primary destination. Lots of people use University Avenue to get to the Beltline and from there to Highway 12 or the interstate.","Twitter Web App",152,"x1544830593933918213","x601008907","dtimm53217",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x601008907","dtimm53217","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wind_de/status/1544831442823380993","Margie DeWind (she, her, hers) ☮","Wisconsin","Mother, lawyer, editor. I love reading, animals (especially dogs), nature, and democracy.",,FALSE,543,581,3,18467,97443,2011-10-17 21:35:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/392997653/1627250435","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1540843111923998724/4NNmhHbx_normal.jpg"
"x905498754240831488","x1544824120126320641",2022-07-06 23:22:26,"MichaelRdrguez",".@calgarypolice investigate at the scene in #Beltline where multiple shots were fired. A witness said the smell of gun powder hung in the air for several minutes as a vehicle sped away...no reports of injuries #yyc #yyccrime #guncrime https://t.co/jSsM5Z11IY","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,"Beltline",,,,,,,,,,,,,"x318578506 x19041310","JimWellsphoto CalgaryPolice","en",,,,,,,,,,,,,,,,"x1544817987340816385",".@calgarypolice investigate at the scene in #Beltline where multiple shots were fired. A witness said the smell of gun powder hung in the air for several minutes as a vehicle sped away...no reports of injuries #yyc #yyccrime #guncrime https://t.co/jSsM5Z11IY",2022-07-06 22:58:04,"Twitter Web App",2,1,"x318578506","JimWellsphoto","Jim Wells",2244,774,18728,"Calgary, Alberta","Calgary based visual journalist...news tips jwells@postmedia.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MichaelRdrguez/status/1544824120126320641","Michael Rodriguez","Calgary, Alberta","Reporter @CalgaryHerald/@CalgarySun. Former editor @KelownaCapNews. He/Him.
Tell me your secrets: mrodriguez@postmedia.com","https://t.co/I2R2lDcQrp",FALSE,903,2585,13,1958,6262,2017-09-06 18:31:41,TRUE,"https://t.co/I2R2lDcQrp","https://calgaryherald.com/author/mrodriguez/",,"https://pbs.twimg.com/profile_banners/905498754240831488/1647646894","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1461370978152464386/YKQUjCZ6_normal.jpg"
"x58227977","x1544823046950625281",2022-07-06 23:18:10,"zibby19","@JimWellsphoto That’s in Bankview, not the Beltline. My friends live on the street where it happened. Thankfully no one was hurt.","Twitter for iPhone",114,"x1544817987340816385","x318578506","JimWellsphoto",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x318578506","JimWellsphoto","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/zibby19/status/1544823046950625281","Coral","Calgary","Grew up in the '70s and think the Twitterverse is kind of cool. Expect irreverence if you follow me. In other words, thoughts are mine, not my workplace’s.",,FALSE,55,89,1,2255,10228,2009-07-19 16:10:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/58227977/1394074566","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1454551669/IMG00077-20110318-2048_normal.jpg"
"x5529402","x1544821137414262785",2022-07-06 23:10:35,"drzachary","@kt_shelts i think homebrewing and beltline walks with dog complete the atlanta man dating profile trifecta","Twitter Web App",96,"x1544798405989470209","x1447741921","kt_shelts",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1447741921","kt_shelts","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/drzachary/status/1544821137414262785","Zachary Moore-Smith","delicious pies and cakes","ex-tech, now beast-wrangler, Talking Cat Jazz Cat Bistro founder, ATL partisan, Sister Act 2 auditioner, has tried being clever online since 1992, he/him",,FALSE,1312,1384,78,21473,13931,2007-04-26 14:44:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/5529402/1579839779","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1220562756799213571/UNxC7JM2_normal.jpg"
"x30458631","x1544821112328134656",2022-07-06 23:10:29,"DonShipman","Incredible project!  I have yet to fully explore the #ATL #beltline - can't wait though.  https://t.co/kaIyDZhUCp","Twitter Web App",113,,,,FALSE,FALSE,0,0,,,"ATL beltline",,"cbs46.com/2022/07/06/wor…","https://t.co/kaIyDZhUCp","https://www.cbs46.com/2022/07/06/work-atlanta-beltline-hits-historic-milestone/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DonShipman/status/1544821112328134656","Don Shipman","Atlanta, GA","CNY | BOS | ATL - A husband, son, brother, friend, journalist - dog and cat lover, CrossFit dabbler, latte guru, and occasional geek.","https://t.co/lRwV9pOv5f",FALSE,4245,737,67,16433,8455,2009-04-11 14:50:20,TRUE,"https://t.co/lRwV9pOv5f","https://www.cbs46.com/authors/don.shipman/",,"https://pbs.twimg.com/profile_banners/30458631/1650999023","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1530372266143453185/G-0O5Pj9_normal.jpg"
"x16544999","x1544819145140625408",2022-07-06 23:02:40,"vicntc","@JoJoFromJerz I'm looking at that beltline and wondering how many people it took to suck that baby tight enough?","Twitter for Android",98,"x1544811172070916096","x818893114979061761","JoJoFromJerz",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x818893114979061761","JoJoFromJerz","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/vicntc/status/1544819145140625408","vicntc 🇨🇦 🇮🇲 🏈 🐈‍⬛ 🐕 📱","","Parent, Husband, Techie, Seahawks Fan (since 1974), BullMastiff Fancier, Dog lover, Cats-R-us, Mobile fanatic, Android advocate.",,FALSE,74,133,1,6428,12256,2008-10-01 15:15:17,FALSE,,,,"https://pbs.twimg.com/profile_banners/16544999/1357939054","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1827726290/CoCO_normal.jpg"
"x748373086697816065","x1544818992254275584",2022-07-06 23:02:03,"NoPayneRoofing","Inspected! Beltline, Mahogany, Airdrie, and in Eau Claire today! 

Your referrals and trust in our service is truly appreciated 🙏 https://t.co/po5qk14hq9","Twitter for iPad",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,"x701154901536088064","YYCHomeInspectR","en",,,,,,,,,,,,,,,,"x1544442267309486080","Inspected! Beltline, Mahogany, Airdrie, and in Eau Claire today! 

Your referrals and trust in our service is truly appreciated 🙏 https://t.co/po5qk14hq9",2022-07-05 22:05:05,"Twitter for Android",1,2,"x701154901536088064","YYCHomeInspectR","JCHI Home Inspection",577,813,2107,"Calgary, Alberta","Top-Teir Trusted Boutique Home Inspector. Highest Level of Customer Service For All Clients and Realtors.  Professional Results and Service. Instagram: @jchi.ca",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NoPayneRoofing/status/1544818992254275584","No Payne Roofing Inc","Calgary, Alberta","Excellent, affordable, reliable roofing and exterior renovations since 2012.","https://t.co/3e0OK0Sm1w",FALSE,1883,4729,22,6419,45180,2016-06-30 04:30:22,FALSE,"https://t.co/3e0OK0Sm1w","http://www.nopayneroofing.ca",,"https://pbs.twimg.com/profile_banners/748373086697816065/1634141542",,"http://pbs.twimg.com/profile_images/1160589315187073025/algXUkIB_normal.jpg"
"x348691858","x1544818556260474880",2022-07-06 23:00:19,"thepolc","NEW TIME ON SATURDAY

Prayer on Belt Line will be Saturday @ 8AM.

We hope to see you there!

#PowerInPrayer #BeltLine #POLC #PathwayofLife #Pathway https://t.co/xR7s3qLp1d","ContentStudio.io",148,,,,FALSE,FALSE,0,0,,,"PowerInPrayer BeltLine POLC PathwayofLife Pathway",,,,,"http://pbs.twimg.com/media/FXBMSe9XEAAHfDg.jpg","https://t.co/xR7s3qLp1d","https://twitter.com/thepolc/status/1544818556260474880/photo/1","photo","http://pbs.twimg.com/media/FXBMSe9XEAAHfDg.jpg","https://t.co/xR7s3qLp1d","https://twitter.com/thepolc/status/1544818556260474880/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/thepolc/status/1544818556260474880","Pathway of Life","8510 Military Pkwy, Dallas, TX","At Pathway, we have a purpose and passion to love God and to reach people with His love. Our hope is that people of all walks of life come to know Him fully!","https://t.co/ZZK5JGJMIK",FALSE,136,10,0,2607,2,2011-08-04 21:03:41,FALSE,"https://t.co/ZZK5JGJMIK","http://polc.cc",,"https://pbs.twimg.com/profile_banners/348691858/1633032751","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1490789374782496773/oc4Pxtrr_normal.jpg"
"x318578506","x1544817987340816385",2022-07-06 22:58:04,"JimWellsphoto",".@calgarypolice investigate at the scene in #Beltline where multiple shots were fired. A witness said the smell of gun powder hung in the air for several minutes as a vehicle sped away...no reports of injuries #yyc #yyccrime #guncrime https://t.co/jSsM5Z11IY","Twitter Web App",234,,,,FALSE,FALSE,2,1,,,"Beltline yyc yyccrime guncrime",,,,,"http://pbs.twimg.com/media/FXBLqyAVEAA1iR8.jpg","https://t.co/jSsM5Z11IY","https://twitter.com/JimWellsphoto/status/1544817987340816385/photo/1","photo","http://pbs.twimg.com/media/FXBLqyAVEAA1iR8.jpg http://pbs.twimg.com/media/FXBLsExVEAEc79D.jpg http://pbs.twimg.com/media/FXBLtJkVsAAi26T.jpg","https://t.co/jSsM5Z11IY https://t.co/jSsM5Z11IY https://t.co/jSsM5Z11IY","https://twitter.com/JimWellsphoto/status/1544817987340816385/photo/1 https://twitter.com/JimWellsphoto/status/1544817987340816385/photo/1 https://twitter.com/JimWellsphoto/status/1544817987340816385/photo/1",,"x19041310","CalgaryPolice","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JimWellsphoto/status/1544817987340816385","Jim Wells","Calgary, Alberta","Calgary based visual journalist...news tips jwells@postmedia.com",,FALSE,2244,774,64,18728,37233,2011-06-16 18:15:25,TRUE,,,,"https://pbs.twimg.com/profile_banners/318578506/1505791432","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/718208947518177280/Df3tjps0_normal.jpg"
"x965371102825537536","x1544815558482444290",2022-07-06 22:48:25,"serpentxael","Had a great photo shoot with Navy Sky Photography and Beltline Cosplay a while back. I'll share some of them soon! #cosplay #PioneerDJ #Ninja https://t.co/cw2WN0QuZk","proxghost",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x888899132483436544","houseninjamusic","en",,,,,,,,,,,,,,,,"x1544814867617644544","Had a great photo shoot with Navy Sky Photography and Beltline Cosplay a while back. I'll share some of them soon! #cosplay #PioneerDJ #Ninja https://t.co/cw2WN0QuZk",2022-07-06 22:45:40,"Twitter for Android",2,1,"x888899132483436544","houseninjamusic","House Ninja",3132,3327,2833,"Atlanta","Superhero, DJ, and producer from Atlanta.  See website for music, podcast, and upcoming shows. LLC.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/serpentxael/status/1544815558482444290","XAEL ","Northlands","lightning power | https://t.co/0GNAaNOeXx",,FALSE,1228,963,6,161228,202,2018-02-18 23:43:01,FALSE,,,,"https://pbs.twimg.com/profile_banners/965371102825537536/1643957887","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1487291333718917120/-y_tqa8H_normal.jpg"
"x888899132483436544","x1544814867617644544",2022-07-06 22:45:40,"houseninjamusic","Had a great photo shoot with Navy Sky Photography and Beltline Cosplay a while back. I'll share some of them soon! #cosplay #PioneerDJ #Ninja https://t.co/cw2WN0QuZk","Twitter for Android",141,,,,FALSE,FALSE,2,1,,,"cosplay PioneerDJ Ninja",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1544814810554159108/pu/img/k5uSGucHdSVY0-1j.jpg","https://t.co/cw2WN0QuZk","https://twitter.com/houseninjamusic/status/1544814867617644544/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1544814810554159108/pu/img/k5uSGucHdSVY0-1j.jpg","https://t.co/cw2WN0QuZk","https://twitter.com/houseninjamusic/status/1544814867617644544/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/houseninjamusic/status/1544814867617644544","House Ninja","Atlanta","Superhero, DJ, and producer from Atlanta.  See website for music, podcast, and upcoming shows. LLC.","https://t.co/UDrApR1aVT",FALSE,3132,3327,7,2833,5669,2017-07-22 23:10:42,FALSE,"https://t.co/UDrApR1aVT","http://www.HouseNinjaMusic.com",,"https://pbs.twimg.com/profile_banners/888899132483436544/1654018097","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1399539188500946945/MTR_EdSE_normal.jpg"
